source_lo_id,target_content_id,relation,score,confidence,rationale,modality,run_id
1039,1041_concept_1,explained_by,1.0,0.9,"The content directly teaches the Law of Cosines and its applications, which aligns with the learning objective of understanding non-right triangles.",multimodal,gpt-4o-mini
1040,1041_concept_1,explained_by,1.0,0.9,"The content provides examples and practice using the Law of Cosines to solve oblique triangles, directly supporting the learning objective.",multimodal,gpt-4o-mini
1041,1041_concept_1,explained_by,1.0,0.9,"The content specifically focuses on solving applied problems using the Law of Cosines, which is the exact focus of the learning objective.",multimodal,gpt-4o-mini
1042,1042_concept_1,explained_by,1.0,0.95,"The content directly teaches Heron’s formula and provides examples and practice for finding the area of a triangle using this formula, which aligns perfectly with the learning objective.",multimodal,gpt-4o-mini
1043,1043_concept_1,explained_by,1.0,0.9,"The content provides an overview of polar coordinates, which directly supports the learning objective of understanding polar coordinates.",multimodal,gpt-4o-mini
1044,1043_concept_1,explained_by,1.0,0.9,"The content introduces the concept of plotting points using polar coordinates, directly aligning with the learning objective.",multimodal,gpt-4o-mini
1045,1043_concept_1,explained_by,1.0,0.9,"The content supports the conversion from polar to rectangular coordinates, which is a specified learning objective.",multimodal,gpt-4o-mini
1046,1043_concept_1,explained_by,1.0,0.9,"The content addresses the conversion from rectangular to polar coordinates, directly supporting the learning objective.",multimodal,gpt-4o-mini
1047,1043_concept_1,explained_by,1.0,0.9,"The content discusses transforming equations between polar and rectangular forms, which is a key learning objective.",multimodal,gpt-4o-mini
1048,1043_concept_1,explained_by,1.0,0.9,"The content prepares students to identify and graph polar equations by converting to rectangular equations, aligning with the learning objective.",multimodal,gpt-4o-mini
1044,1044_concept_1,explained_by,1.0,0.9,"The content specifically focuses on plotting points using polar coordinates, aligning perfectly with the learning objective.",multimodal,gpt-4o-mini
1043,1045_concept_1,explained_by,0.9,0.85,"The content provides a clear explanation of converting polar coordinates to rectangular coordinates, which directly supports understanding polar coordinates.",multimodal,gpt-4o-mini
1045,1045_concept_1,explained_by,1.0,0.9,"The content is specifically about converting from polar coordinates to rectangular coordinates, making it directly relevant.",multimodal,gpt-4o-mini
1046,1046_concept_1,explained_by,1.0,0.9,"The content directly addresses the process of converting from rectangular coordinates to polar coordinates, fully supporting this learning objective.",multimodal,gpt-4o-mini
1047,1047_concept_1,explained_by,1.0,0.9,"The content is specifically about transforming equations between polar and rectangular forms, directly supporting this learning objective.",multimodal,gpt-4o-mini
1045,1048_concept_1,explained_by,0.9,0.9,"The content directly addresses the conversion from polar to rectangular coordinates, aligning well with the learning objective.",multimodal,gpt-4o-mini
1047,1048_concept_1,explained_by,0.9,0.85,"The content thoroughly explains transforming equations between polar and rectangular forms, directly supporting the learning objective.",multimodal,gpt-4o-mini
1048,1048_concept_1,explained_by,1.0,0.95,"The content is specifically about identifying and graphing polar equations by converting to rectangular equations, perfectly aligning with the learning objective.",multimodal,gpt-4o-mini
1049,1049_concept_1,explained_by,0.9,0.85,"The content provides a foundational understanding of polar coordinates, which is essential for graphing polar equations.",multimodal,gpt-4o-mini
1051,1049_concept_1,explained_by,0.9,0.85,The content directly relates to graphing polar equations by explaining how to interpret polar coordinates and their application in plotting points.,multimodal,gpt-4o-mini
1050,1050_concept_1,explained_by,1.0,0.9,"The content directly teaches the concept of testing polar equations for symmetry, which aligns perfectly with the learning objective of understanding how to test polar equations for symmetry.",multimodal,gpt-4o-mini
1049,1051_concept_1,explained_by,0.9,0.85,"The content provides a detailed explanation of how to graph polar equations, including the construction of tables of values and the use of symmetry, which directly supports the learning objective of understanding polar coordinates and their graphs.",multimodal,gpt-4o-mini
1051,1051_concept_1,explained_by,1.0,0.9,"The content is explicitly focused on graphing polar equations by plotting points, which aligns perfectly with the learning objective of graphing polar equations.",multimodal,gpt-4o-mini
1049,1052_concept_1,explained_by,0.9,0.85,"The content provides a summary of various polar curves, which directly supports the understanding of graphs of polar coordinates.",multimodal,gpt-4o-mini
1052,1052_concept_1,explained_by,1.0,0.9,"The content is a direct summary of curves, aligning perfectly with the objective of summarizing polar curves.",multimodal,gpt-4o-mini
1053,1053_concept_1,explained_by,1.0,0.9,"The content directly teaches the concept of polar form of complex numbers, which is the main focus of the learning objective.",multimodal,gpt-4o-mini
1054,1053_concept_1,explained_by,1.0,0.9,The content supports the objective of plotting complex numbers in the complex plane as it discusses the mechanics of working with complex numbers.,multimodal,gpt-4o-mini
1055,1053_concept_1,explained_by,1.0,0.9,"The content provides the necessary concepts to find the absolute value of a complex number, aligning with the learning objective.",multimodal,gpt-4o-mini
1056,1053_concept_1,explained_by,1.0,0.9,"The content directly addresses writing complex numbers in polar form, which is explicitly stated in the learning objective.",multimodal,gpt-4o-mini
1057,1053_concept_1,explained_by,1.0,0.9,"The content prepares students for converting complex numbers from polar to rectangular form, which is a key learning objective.",multimodal,gpt-4o-mini
1058,1053_concept_1,explained_by,1.0,0.9,"The content supports finding products of complex numbers in polar form, as it discusses the mechanics of working with these numbers.",multimodal,gpt-4o-mini
1059,1053_concept_1,explained_by,1.0,0.9,"The content prepares students for finding quotients of complex numbers in polar form, aligning with the learning objective.",multimodal,gpt-4o-mini
1060,1053_concept_1,explained_by,1.0,0.9,"The content supports finding powers of complex numbers in polar form, as it covers the necessary concepts and mechanics.",multimodal,gpt-4o-mini
1061,1053_concept_1,explained_by,0.9,0.85,"The content directly addresses the mechanics of working with complex numbers in polar form, including finding roots, which aligns closely with the learning objective.",multimodal,gpt-4o-mini
1054,1054_concept_1,explained_by,1.0,0.9,"The content directly supports the learning objective of plotting complex numbers in the complex plane, as it provides a clear method and example.",multimodal,gpt-4o-mini
1055,1055_concept_1,explained_by,1.0,0.9,"The content directly teaches how to find the absolute value of a complex number, which is the focus of this learning objective.",multimodal,gpt-4o-mini
1053,1056_concept_1,explained_by,0.9,0.85,"The content directly teaches the concept of writing complex numbers in polar form, which aligns with the learning objective.",multimodal,gpt-4o-mini
1056,1056_concept_1,explained_by,1.0,0.9,"The content is explicitly about writing complex numbers in polar form, perfectly matching the learning objective.",multimodal,gpt-4o-mini
1057,1057_concept_1,explained_by,1.0,0.95,"The content directly teaches the process of converting a complex number from polar to rectangular form, which is exactly what the learning objective entails.",multimodal,gpt-4o-mini
1058,1058_concept_1,explained_by,1.0,0.95,"The content directly teaches the process of finding products of complex numbers in polar form, which aligns perfectly with the learning objective.",multimodal,gpt-4o-mini
1059,1059_concept_1,explained_by,1.0,0.95,"The content directly teaches the process of finding quotients of complex numbers in polar form, which aligns perfectly with the learning objective.",multimodal,gpt-4o-mini
1060,1060_concept_1,explained_by,1.0,0.95,"The content directly teaches the method of finding powers of complex numbers using De Moivre’s Theorem, which is the exact objective of the learning outcome.",multimodal,gpt-4o-mini
1061,1060_concept_1,explained_by,0.9,0.85,"The content on finding powers of complex numbers using De Moivre’s Theorem directly supports the learning objective of finding roots of complex numbers in polar form, as it provides the necessary concepts and examples related to polar representation and manipulation of complex numbers.",multimodal,gpt-4o-mini
1053,1061_concept_1,explained_by,0.9,0.85,"The content directly teaches the concept of finding roots of complex numbers in polar form, which is essential for understanding the polar form of complex numbers.",multimodal,gpt-4o-mini
1061,1061_concept_1,explained_by,1.0,0.95,"The content directly teaches the concepts and skills needed to find roots of complex numbers in polar form, which aligns perfectly with the learning objective.",multimodal,gpt-4o-mini
1062,1062_concept_1,explained_by,0.9,0.85,"The content provides a foundational understanding of parametric equations, which is essential for the learning objective of understanding parametric equations.",multimodal,gpt-4o-mini
1063,1062_concept_1,explained_by,0.9,0.85,"The content discusses parameterizing a curve, directly supporting the objective of learning how to parameterize curves.",multimodal,gpt-4o-mini
1064,1062_concept_1,explained_by,0.9,0.85,"The content mentions eliminating the parameter, which aligns with the learning objective of this process.",multimodal,gpt-4o-mini
1065,1062_concept_1,explained_by,0.9,0.85,"The content explains how to find rectangular equations from parametric equations, directly supporting the learning objective.",multimodal,gpt-4o-mini
1066,1062_concept_1,explained_by,0.9,0.85,"The content addresses finding parametric equations for curves defined by rectangular equations, which is aligned with the learning objective.",multimodal,gpt-4o-mini
1063,1063_concept_1,explained_by,0.9,0.85,"The content provides a thorough explanation of parameterizing curves, including definitions, examples, and the reasoning behind using parametric equations, which directly supports the learning objective of understanding how to parameterize a curve.",multimodal,gpt-4o-mini
1062,1064_concept_1,explained_by,0.9,0.85,"The content provides a thorough explanation of eliminating parameters in parametric equations, which directly supports understanding parametric equations.",multimodal,gpt-4o-mini
1064,1064_concept_1,explained_by,1.0,0.9,"The content is specifically focused on eliminating parameters, which is the core of this learning objective.",multimodal,gpt-4o-mini
1065,1064_concept_1,explained_by,0.9,0.85,"The content provides examples of converting parametric equations to Cartesian forms, directly aligning with finding Cartesian equations from parametric definitions.",multimodal,gpt-4o-mini
1064,1065_concept_1,explained_by,0.9,0.85,"The content directly teaches the method of eliminating the parameter to find Cartesian equations, which aligns closely with the learning objective.",multimodal,gpt-4o-mini
1065,1065_concept_1,explained_by,1.0,0.9,"The content is specifically about finding Cartesian equations from parametric equations, making it directly supportive of the learning objective.",multimodal,gpt-4o-mini
1066,1066_concept_1,explained_by,1.0,0.9,"The content directly teaches how to find parametric equations for curves defined by rectangular equations, which aligns perfectly with the learning objective.",multimodal,gpt-4o-mini
1067,1067_concept_1,explained_by,0.9,0.85,"The content discusses parametric equations and their application in modeling projectile motion, which directly supports the learning objective of graphing plane curves described by parametric equations.",multimodal,gpt-4o-mini
1067,1068_concept_1,explained_by,0.9,0.85,"The content provides a detailed explanation of how to graph parametric equations by plotting points, which directly supports the learning objective of understanding parametric equations and their graphs.",multimodal,gpt-4o-mini
1068,1068_concept_1,explained_by,1.0,0.9,"The content specifically focuses on graphing parametric equations by plotting points, aligning perfectly with the learning objective of graphing parametric equations.",multimodal,gpt-4o-mini
1069,1069_concept_1,explained_by,1.0,0.9,"The content directly addresses applications of parametric equations, making it highly relevant to the learning objective.",multimodal,gpt-4o-mini
1070,1070_concept_1,explained_by,0.9,0.85,"The content introduces vectors and their applications, which aligns well with the learning objective of understanding vectors.",multimodal,gpt-4o-mini
1079,1070_concept_1,explained_by,0.9,0.9,"The content involves finding the component form of a vector, as it describes the airplane's airspeed and wind vector, which directly relates to calculating the component form of vectors.",multimodal,gpt-4o-mini
1071,1071_concept_1,explained_by,1.0,0.9,"The content provides a comprehensive explanation of vectors, including their definition, representation, and properties, which directly supports the learning objective of understanding a geometric view of vectors.",multimodal,gpt-4o-mini
1079,1071_concept_1,explained_by,0.9,0.85,"The content teaches how to find the component form of a vector, which is essential for calculating direction.",multimodal,gpt-4o-mini
1070,1072_concept_1,explained_by,0.9,0.85,"The content provides a thorough explanation of finding the magnitude and direction of vectors, which directly supports the learning objective of understanding vectors.",multimodal,gpt-4o-mini
1072,1072_concept_1,explained_by,1.0,0.9,"The content is specifically focused on finding magnitude and direction, which directly matches the learning objective.",multimodal,gpt-4o-mini
1079,1072_concept_1,explained_by,0.9,0.85,"The content directly supports calculating the direction of a vector, which aligns well with the learning objective of calculating the component form of a vector based on direction.",multimodal,gpt-4o-mini
1070,1073_concept_1,explained_by,0.9,0.85,"The content directly teaches the concepts of vector addition and subtraction, which are fundamental to understanding vectors.",multimodal,gpt-4o-mini
1073,1073_concept_1,explained_by,1.0,0.9,"The content is specifically about performing vector addition and scalar multiplication, directly aligning with this learning objective.",multimodal,gpt-4o-mini
1073,1074_concept_1,explained_by,0.9,0.9,"The content directly supports performing vector addition and scalar multiplication, as it includes examples and solutions for these operations.",multimodal,gpt-4o-mini
1074,1074_concept_1,explained_by,1.0,0.95,"The content is specifically about multiplying by a scalar, making it directly relevant to this learning objective.",multimodal,gpt-4o-mini
1072,1075_concept_1,explained_by,0.9,0.9,"The content directly addresses finding the magnitude and direction of vectors, which is a key aspect of this learning objective.",multimodal,gpt-4o-mini
1075,1075_concept_1,explained_by,1.0,0.95,"The content is specifically about finding component form, making it directly aligned with this learning objective.",multimodal,gpt-4o-mini
1079,1075_concept_1,explained_by,0.9,0.85,"The content directly supports calculating the component form of a vector, including examples and practice.",multimodal,gpt-4o-mini
1076,1076_concept_1,explained_by,1.0,0.95,"The content directly teaches how to find the unit vector in the direction of a given vector, which aligns perfectly with the learning objective.",multimodal,gpt-4o-mini
1079,1076_concept_1,explained_by,0.9,0.9,"The content directly supports calculating the component form of a vector by explaining how to find a unit vector in the same direction, which involves understanding vector components.",multimodal,gpt-4o-mini
1073,1077_concept_1,explained_by,0.9,0.9,"The content directly addresses performing operations with vectors, specifically in terms of i and j.",multimodal,gpt-4o-mini
1075,1077_concept_1,explained_by,0.9,0.85,The content explicitly teaches how to find the component form of vectors in terms of i and j.,multimodal,gpt-4o-mini
1077,1077_concept_1,explained_by,1.0,0.95,"The content is specifically about performing operations with vectors in terms of i and j, making it directly relevant.",multimodal,gpt-4o-mini
1078,1077_concept_1,explained_by,0.9,0.85,"The content directly teaches how to perform operations with vectors in terms of i and j, which aligns well with the learning objective of performing operations on vectors.",multimodal,gpt-4o-mini
1077,1078_concept_1,explained_by,1.0,0.95,"The content directly teaches how to perform operations on vectors in terms of i and j, which aligns perfectly with the learning objective of performing operations with vectors.",multimodal,gpt-4o-mini
1073,1078_concept_1,explained_by,0.9,0.85,"The content provides a clear example of vector addition, which supports the learning objective of performing vector addition and scalar multiplication.",multimodal,gpt-4o-mini
1078,1078_concept_1,explained_by,1.0,0.9,"The content directly teaches how to perform operations on vectors in terms of i and j, which aligns perfectly with the learning objective.",multimodal,gpt-4o-mini
1075,1079_concept_1,explained_by,0.9,0.85,"The content directly teaches how to find the component form of a vector given its magnitude and direction, which aligns perfectly with the learning objective of finding component form.",multimodal,gpt-4o-mini
1079,1079_concept_1,explained_by,1.0,0.9,"The content directly teaches how to calculate the component form of a vector given its magnitude and direction, which aligns perfectly with the learning objective.",multimodal,gpt-4o-mini
1070,1080_concept_1,explained_by,0.9,0.85,"The content directly teaches the concept of finding the dot product of vectors, which is essential for understanding vectors.",multimodal,gpt-4o-mini
1080,1080_concept_1,explained_by,1.0,0.9,"The content directly teaches how to find the dot product of two vectors, which aligns perfectly with the learning objective.",multimodal,gpt-4o-mini
1217,1217_concept_1,explained_by,0.9,0.85,"The content provides a foundational understanding of functions, which is essential for the learning objective.",multimodal,gpt-4o-mini
1218,1217_concept_1,explained_by,0.9,0.85,"The content directly addresses determining whether a relation represents a function, aligning well with the learning objective.",multimodal,gpt-4o-mini
1219,1217_concept_1,explained_by,0.9,0.85,"The content supports finding input and output values of a function, which is a key aspect of the learning objective.",multimodal,gpt-4o-mini
1220,1217_concept_1,explained_by,0.9,0.85,"The content prepares students to determine whether a function is one-to-one, directly supporting the learning objective.",multimodal,gpt-4o-mini
1221,1217_concept_1,explained_by,0.9,0.85,"The content includes the vertical line test, which is essential for identifying functions, thus supporting the learning objective.",multimodal,gpt-4o-mini
1218,1218_concept_1,explained_by,1.0,0.95,"The content directly teaches how to determine whether a relation represents a function, providing definitions, examples, and a step-by-step method for classification.",multimodal,gpt-4o-mini
1217,1219_concept_1,explained_by,0.9,0.85,"The content provides a comprehensive overview of evaluating functions, which directly supports understanding functions and function notation.",multimodal,gpt-4o-mini
1219,1219_concept_1,explained_by,1.0,0.9,"The content explicitly focuses on finding input and output values of functions, directly aligning with this learning objective.",multimodal,gpt-4o-mini
1220,1220_concept_1,explained_by,1.0,0.95,"The content directly explains the concept of one-to-one functions, providing definitions, examples, and a detailed explanation of how to determine if a function is one-to-one, which aligns perfectly with the learning objective.",multimodal,gpt-4o-mini
1218,1221_concept_1,explained_by,1.0,0.9,The content directly supports determining whether a relation represents a function using the vertical line test.,multimodal,gpt-4o-mini
1221,1221_concept_1,explained_by,1.0,0.9,The content explicitly teaches how to use the vertical line test to determine if a graph represents a function.,multimodal,gpt-4o-mini
1220,1222_concept_1,explained_by,1.0,0.9,"The content directly teaches how to use the horizontal line test to determine if a function is one-to-one, which aligns perfectly with the learning objective of determining whether a function is one-to-one.",multimodal,gpt-4o-mini
1222,1222_concept_1,explained_by,1.0,0.9,"The content specifically focuses on using the horizontal line test, which is the exact topic of the learning objective.",multimodal,gpt-4o-mini
1223,1223_concept_1,explained_by,1.0,0.95,"The content directly teaches the identification of basic toolkit functions, including their names, formulas, graphs, and properties, which aligns perfectly with the learning objective.",multimodal,gpt-4o-mini
1224,1225_concept_1,explained_by,0.9,0.85,"The content provides a comprehensive overview of finding the domain of functions, which directly supports understanding domain and range.",multimodal,gpt-4o-mini
1225,1225_concept_1,explained_by,1.0,0.9,"The content specifically focuses on finding the domain of functions defined by equations, aligning perfectly with the learning objective.",multimodal,gpt-4o-mini
1224,1226_concept_1,explained_by,0.9,0.85,"The content provides a comprehensive explanation of using notations to specify domain and range, which directly supports understanding the concept of domain and range.",multimodal,gpt-4o-mini
1226,1226_concept_1,explained_by,1.0,0.9,"The content is explicitly about using notations to specify domain and range, making it perfectly aligned with this learning objective.",multimodal,gpt-4o-mini
1224,1227_concept_1,explained_by,1.0,0.9,"The content directly teaches the concepts of finding domain and range from graphs, which aligns perfectly with the learning objective.",multimodal,gpt-4o-mini
1227,1227_concept_1,explained_by,1.0,0.9,"The content is explicitly about finding domain and range from graphs, directly supporting this learning objective.",multimodal,gpt-4o-mini
1224,1228_concept_1,explained_by,1.0,0.9,"The content directly teaches the concepts of finding domains and ranges of various functions, which aligns perfectly with the learning objective.",multimodal,gpt-4o-mini
1225,1228_concept_1,explained_by,1.0,0.85,"The content provides a comprehensive explanation of how to determine the domain of functions defined by equations, supporting the learning objective.",multimodal,gpt-4o-mini
1227,1228_concept_1,explained_by,0.9,0.85,"The content includes examples and explanations that help in finding domains and ranges from graphs, aligning well with the learning objective.",multimodal,gpt-4o-mini
1228,1228_concept_1,explained_by,1.0,0.9,"The content is specifically about finding domains and ranges of toolkit functions, which directly supports the learning objective.",multimodal,gpt-4o-mini
1229,1229_concept_1,explained_by,1.0,0.9,"The content is directly focused on graphing piecewise-defined functions, making it highly relevant to the learning objective.",multimodal,gpt-4o-mini
1231,1231_concept_1,explained_by,1.0,0.9,"The content directly teaches how to find the average rate of change of a function, which aligns perfectly with the learning objective.",multimodal,gpt-4o-mini
1232,1232_concept_1,explained_by,1.0,0.9,"The content directly supports the objective of using a graph to determine where a function is increasing, decreasing, or constant.",multimodal,gpt-4o-mini
1232,1233_concept_1,explained_by,1.0,0.95,"The content directly supports determining where functions are increasing or decreasing, as it provides examples and analysis of various functions.",multimodal,gpt-4o-mini
1233,1233_concept_1,explained_by,1.0,0.95,"The content is specifically about analyzing toolkit functions for increasing or decreasing intervals, directly aligning with the learning objective.",multimodal,gpt-4o-mini
1234,1234_concept_1,explained_by,1.0,0.9,The content directly supports the learning objective of locating absolute maximum and minimum values from a graph.,multimodal,gpt-4o-mini
1235,1235_concept_1,explained_by,0.9,0.85,"The content provides a clear explanation of function composition, which directly supports the learning objective of understanding the composition of functions.",multimodal,gpt-4o-mini
1237,1235_concept_1,explained_by,0.9,0.85,"The content directly discusses creating a new function by composing two functions, aligning well with the learning objective.",multimodal,gpt-4o-mini
1238,1235_concept_1,explained_by,0.9,0.85,"The content includes evaluating composite functions, which is a key aspect of the learning objective.",multimodal,gpt-4o-mini
1236,1236_concept_1,explained_by,1.0,0.9,"The content directly teaches the concept of combining functions using algebraic operations, which aligns perfectly with the learning objective of combining functions.",multimodal,gpt-4o-mini
1235,1237_concept_1,explained_by,0.9,0.85,"The content provides a comprehensive explanation of function composition, which directly supports understanding the concept of Composition of Functions.",multimodal,gpt-4o-mini
1237,1237_concept_1,explained_by,1.0,0.9,"The content explicitly describes how to create a function through composition, directly aligning with the learning objective.",multimodal,gpt-4o-mini
1238,1238_concept_1,explained_by,1.0,0.95,"The content directly teaches how to evaluate composite functions using tables, graphs, and formulas, which aligns perfectly with the learning objective of evaluating composite functions.",multimodal,gpt-4o-mini
1235,1239_concept_1,explained_by,0.9,0.85,"The content provides a thorough explanation of finding the domain of composite functions, which directly supports the learning objective of understanding composition of functions.",multimodal,gpt-4o-mini
1239,1239_concept_1,explained_by,1.0,0.9,"The content is explicitly about finding the domain of composite functions, which perfectly aligns with this learning objective.",multimodal,gpt-4o-mini
1867,1867_example_1,exemplified_by,0.9,0.85,"The content provides examples of evaluating functions and substituting values, which directly supports understanding functions.",multimodal,gpt-4o-mini
1867,1867_example_2,exemplified_by,0.9,0.85,"The content provides examples of evaluating functions and substituting values, which directly supports understanding functions.",multimodal,gpt-4o-mini
1867,1867_example_3,exemplified_by,0.9,0.85,"The content provides examples of evaluating functions and substituting values, which directly supports understanding functions.",multimodal,gpt-4o-mini
1867,1867_example_4,exemplified_by,0.9,0.85,"The content provides a thorough explanation of determining the domain and range of functions, which directly supports the learning objective of understanding functions.",multimodal,gpt-4o-mini
1867,1867_example_5,exemplified_by,0.9,0.85,"The content provides examples and practice in determining the domain and range of functions, which directly supports the learning objective of understanding functions.",multimodal,gpt-4o-mini
1867,1867_example_6,exemplified_by,0.9,0.85,"The content provides a clear explanation of how to determine the domain and range of functions, which directly supports the learning objective of understanding functions.",multimodal,gpt-4o-mini
1867,1867_try_it_1,practiced_by,0.9,0.85,"The content provides practice in evaluating functions, which directly supports the learning objective of understanding functions.",multimodal,gpt-4o-mini
1867,1867_try_it_2,practiced_by,0.9,0.85,"The content provides a thorough exploration of finding the domain and range of functions, which directly supports the learning objective of understanding functions.",multimodal,gpt-4o-mini
1867,1868_example_2,exemplified_by,0.9,0.85,"The content provides a clear example of finding the y-intercept of a function, which directly supports the learning objective of understanding functions.",multimodal,gpt-4o-mini
1867,1868_example_3,exemplified_by,0.9,0.85,"The content provides a clear example of a linear function and its graph, which directly supports understanding functions.",multimodal,gpt-4o-mini
1867,1868_example_4,exemplified_by,0.9,0.85,"The content directly teaches the concept of finding zeros of a function, which is essential for understanding functions.",multimodal,gpt-4o-mini
1867,1868_example_5,exemplified_by,0.9,0.85,"The content provides a clear example of finding the y-intercept of a function, which directly supports the learning objective of understanding functions.",multimodal,gpt-4o-mini
1867,1868_example_6,exemplified_by,0.9,0.85,"The content provides a clear example of graphing a function and determining its domain, which directly supports understanding functions.",multimodal,gpt-4o-mini
1867,1868_example_7,exemplified_by,0.9,0.85,"The content provides a clear example of determining the domain of a function based on a real-world scenario, which directly supports understanding functions.",multimodal,gpt-4o-mini
1867,1868_example_8,exemplified_by,0.9,0.85,"The content provides a clear example of a function and its graph, which supports understanding of functions.",multimodal,gpt-4o-mini
1868,1868_example_8,exemplified_by,0.9,0.85,"The content illustrates how to represent a function graphically, which aligns with the objective of representing functions.",multimodal,gpt-4o-mini
1867,1868_try_it_1,practiced_by,0.9,0.85,"The content directly teaches the concept of finding zeros of polynomial functions, which aligns with the learning objective of understanding functions.",multimodal,gpt-4o-mini
1869,1869_example_1,exemplified_by,0.9,0.9,"The content directly teaches how to combine functions through addition, which is the main focus of the learning objective.",multimodal,gpt-4o-mini
1867,1869_example_10,exemplified_by,0.9,0.85,"The content provides examples of functions and their domains and ranges, which directly supports understanding of functions.",multimodal,gpt-4o-mini
1869,1869_example_10,exemplified_by,0.9,0.9,"The content focuses on combining functions through composition, which is directly relevant to the learning objective.",multimodal,gpt-4o-mini
1867,1869_example_11,exemplified_by,0.9,0.85,"The content provides examples of evaluating functions and understanding function notation, which directly supports the learning objective of understanding functions.",multimodal,gpt-4o-mini
1869,1869_example_11,exemplified_by,0.9,0.85,"The content demonstrates combining functions through composition, which is directly relevant to the learning objective of combining functions.",multimodal,gpt-4o-mini
1867,1869_example_12,exemplified_by,0.9,0.85,"The content provides examples and practice related to the concept of functions, specifically focusing on the domain and range, which directly supports the learning objective of understanding functions.",multimodal,gpt-4o-mini
1869,1869_example_12,exemplified_by,0.9,0.85,"The content discusses the composition of functions and finding the range of composed functions, which directly supports the learning objective of combining functions.",multimodal,gpt-4o-mini
1867,1869_example_13,exemplified_by,0.9,0.85,"The content provides a clear example of applying composite functions in a real-world context, which directly supports the understanding of functions.",multimodal,gpt-4o-mini
1869,1869_example_13,exemplified_by,0.9,0.85,"The content demonstrates combining functions through the calculation of final prices after applying discounts, which directly supports the learning objective.",multimodal,gpt-4o-mini
1869,1869_example_2,exemplified_by,1.0,0.95,"The content provides examples and practice on combining functions through subtraction, which directly supports the learning objective of combining functions.",multimodal,gpt-4o-mini
1867,1869_example_3,exemplified_by,0.9,0.85,"The content provides examples of finding and expanding functions, which directly supports the learning objective of understanding functions.",multimodal,gpt-4o-mini
1869,1869_example_3,exemplified_by,1.0,0.9,"The content explicitly demonstrates combining functions through multiplication and expansion, directly supporting the learning objective.",multimodal,gpt-4o-mini
1867,1869_example_4,exemplified_by,0.9,0.85,"The content provides examples of finding the domain of functions, which directly supports the learning objective of understanding functions.",multimodal,gpt-4o-mini
1869,1869_example_4,exemplified_by,0.9,0.9,"The content focuses on combining functions and determining their domains, which is essential for the learning objective of combining functions.",multimodal,gpt-4o-mini
1867,1869_example_5,exemplified_by,0.9,0.85,"The content provides a clear example of function composition and discusses the domain and range, which are essential concepts in understanding functions.",multimodal,gpt-4o-mini
